cik,companyname,entityid,marketoperator,markettier,primaryexchange,primarysymbol,siccode,sicdescription
275858,"OPTELECOM-NKF, INC.",5379,,,,,3663,Radio and Television Broadcasting and Communications Equipment
276077,TIDELANDS ROYALTY TRUST B,623,OTC Markets,OTC Pink Current,OTC,TIRTZ,6792,Oil Royalty Traders
276209,CONNECTICUT WATER SERVICE INC / CT,8392,NASDAQ,NASDAQ Global Select Market,Nasdaq Global Market,CTWS,4941,Water Supply
276283,EVANS & SUTHERLAND COMPUTER CORP,6099,OTC Markets,OTC Pink Current,OTC,ESCC,3690,"Miscellaneous Electrical Machinery, Equipment and Supplies"
276400,BANCINSURANCE CORP,10887,,,,,6331,"Fire, Marine and Casualty Insurance"
276720,PURE CYCLE CORP,1140,NASDAQ,NASDAQ Capital Market,Nasdaq Capital Market,PCYO,4941,Water Supply
276750,AMBER RESOURCES CO OF COLORADO,25368,,,,,1311,Crude Petroleum and Natural Gas
276889,QUANEX CORP,5530,,,,,3350,Rolling Drawing and Extruding of Nonferrous Metals
277058,NEVADA GOLD & CASINOS INC,3273,NYSE,NYSE MKT,NYSE MKT,UWN,7990,Services-Miscellaneous Amusement and Recreation
277135,GRAINGER W W INC,6523,NYSE,NYSE,NYSE,GWW,5000,Wholesale-Durable Goods
277158,SEMCO ENERGY INC,11050,,,,,4924,Natural Gas Distribution
277375,DELTA NATURAL GAS CO INC,2682,,,,,4923,Natural Gas Transmission and Distribution
277509,FEDERAL SIGNAL CORP /DE/,5234,NYSE,NYSE,NYSE,FSS,3711,Motor Vehicles and Passenger Car Bodies
277595,ENERGEN CORP,4432,NYSE,NYSE,NYSE,EGN,1311,Crude Petroleum and Natural Gas
277638,DAVEY TREE EXPERT CO,23210,,,,,700,Agricultural Services
277905,"AMERICAN RETAIL GROUP, INC.",10891,OTC Markets,OTC Pink No Information,OTC,ARGB,2890,Miscellaneous Chemical Products
277910,GUNGNIR RESOURCES INC,99852,OTC Markets,OTC Pink Current,OTC,ASWRF,1040,Gold And Silver Ores
277923,PICCADILLY CAFETERIAS INC,1047,,,,,5812,Retail-Eating Places
277924,FORESTAR PETROLEUM CORP,11350,,,,,1311,Crude Petroleum and Natural Gas
277925,PUBLIC STORAGE PROPERTIES V LTD,23117,,,,,6519,"Lessors of Real Property, Not Elsewhere Classified"
277928,"TII NETWORK TECHNOLOGIES, INC.",10499,,,,,3613,Switchgear and Switchboard Apparatus
277948,CSX CORP,4194,NASDAQ,NASDAQ Global Select Market,Nasdaq Global Market,CSX,4011,"Railroads, Line-Haul Operating"
278041,INTERNATIONAL SHIPHOLDING CORP,9785,,,,,4412,Deep Sea Foreign Transportation of Freight
278130,PIER 1 IMPORTS INC/DE,960,NYSE,NYSE,NYSE,PIR,5700,"Retail-Home Furniture, Furnishings and Equipment Stores"
278165,"QUEST SOLUTION, INC.",2192,OTC Markets,OTCQB,OTC,QUES,7373,Services-Computer Integrated Systems Design
278166,CAVCO INDUSTRIES INC,13892,NASDAQ,NASDAQ Global Select Market,Nasdaq Global Market,CVCO,2451,Mobile Homes
278327,TRANS WORLD AIRLINES INC /NEW/,619,,,,,4512,"Air Transportation, Scheduled"
278352,SYMBOL TECHNOLOGIES INC,11286,,,,,3577,"Computer Peripheral Equipment, Not Elsewhere Classified"
310056,VICON INDUSTRIES INC /NY/,6137,NYSE,NYSE MKT,NYSE MKT,VII,3669,"Communications Equipment, Not Elsewhere Classified"
310142,SENSIENT TECHNOLOGIES CORP,800,NYSE,NYSE,NYSE,SXT,2860,Industrial Organic Chemicals
310158,"MERCK & CO., INC.",6895,NYSE,NYSE,NYSE,MRK,2834,Pharmaceutical Preparations
310316,CANARGO ENERGY CORP,7377,,,,,1311,Crude Petroleum and Natural Gas
310354,STANDEX INTERNATIONAL CORP/DE/,10466,NYSE,NYSE,NYSE,SXI,3580,Refrigeration And Service Industry Machinery
310433,COMMONWEALTH TELEPHONE ENTERPRISES INC /NEW/,2436,,,,,4813,Telephone Communications (No Radiotelephone)
310522,FEDERAL NATIONAL MORTGAGE ASSOCIATION FANNIE MAE,7848,OTC Markets,OTCQB,OTC,FNMA,6111,Federal and Federally-Sponsored Credit Agencies
310568,MICROSEMI CORP,10428,NASDAQ,NASDAQ Global Select Market,Nasdaq Global Market,MSCC,3674,Semiconductors and Related Devices
310569,"ANHEUSER-BUSCH COMPANIES, LLC",8168,,,,,2082,Malt Beverages
310624,AMERICAN MANAGEMENT SYSTEMS INC,1695,,,,,7370,"Services-Computer Programming, Data Processing, Etc."
310732,BNP PARIBAS,56531,OTC Markets,OTCQX International Premier,OTC,BNPQY,8880,American Depositary Receipts
310764,STRYKER CORP,4535,NYSE,NYSE,NYSE,SYK,3841,Surgical and Medical Instruments and Apparatus
310826,PROTECTIVE LIFE INSURANCE CO,17204,,,,,6311,Life Insurance
311046,OPTICARE HEALTH SYSTEMS INC,8546,,,,,8093,"Services-Specialty Outpatient Facilities, Not Elsewhere Classifi"
311049,ELSINORE CORP,290,OTC Markets,Caveat Emptor,OTC,ELSO,7990,Services-Miscellaneous Amusement and Recreation
311094,WESTAMERICA BANCORPORATION,10279,NASDAQ,NASDAQ Global Select Market,Nasdaq Global Market,WABC,6021,National Commercial Banks
311158,CASA MUNRAS HOTEL PARTNERS L P,23646,,,,,7011,Hotels and Motels
311337,SUNCOR ENERGY INC,1108,NYSE,NYSE,NYSE,SU,2911,Petroleum Refining
311407,MICRO THERAPEUTICS INC,3302,,,,,3841,Surgical and Medical Instruments and Apparatus
311471,APCO OIL & GAS INTERNATIONAL INC,9352,,,,,1311,Crude Petroleum and Natural Gas
311505,PRINTRONIX INC,3885,,,,,3577,"Computer Peripheral Equipment, Not Elsewhere Classified"
311657,PRE PAID LEGAL SERVICES INC,7386,,,,,7200,Services-Personal Services
311817,HMG COURTLAND PROPERTIES INC,2347,NYSE,NYSE MKT,NYSE MKT,HMG,6798,Real Estate Investment Trusts
311842,PARAFIN CORP,8651,OTC Markets,OTC Pink No Information,OTC,PFNO,1311,Crude Petroleum and Natural Gas
311871,POPE & TALBOT INC /DE/,4458,OTC Markets,Caveat Emptor,OTC,PTBTQ,2611,Pulp Mills
312065,FLORIDA GAMING CORP,8879,,,,,7990,Services-Miscellaneous Amusement and Recreation
312069,BARCLAYS PLC,58372,NYSE,NYSE,NYSE,BCS,6029,"Commercial Banks, Not Elsewhere Classified"
312070,BARCLAYS BANK PLC,74310,NYSE,NYSE Arca,NYSE,JO,6029,"Commercial Banks, Not Elsewhere Classified"
312257,INNOVATIVE FOOD HOLDINGS INC,25470,OTC Markets,OTCQB,OTC,IVFH,5141,"Wholesale-Groceries, General Line"
312258,SINO SHIPPING HOLDINGS INC.,4779,,,,,4412,Deep Sea Foreign Transportation of Freight
312583,ROCKY MOUNTAIN MINERALS INC,6916,,,,,6795,Mineral Royalty Traders
312842,KESTREL ENERGY INC,10285,,,,,1311,Crude Petroleum and Natural Gas
312979,TRANS GLOBAL GROUP INC.,29165,OTC Markets,OTC Pink Limited,OTC,TGGI,4899,"Communications Services, Not Elsewhere Classified"
313116,ENERCORP INC,11659,,,,,3430,"Heating Equipment, Except Electric and Warm Air and Plumbing Fix"
313143,HAEMONETICS CORP,5753,NYSE,NYSE,NYSE,HAE,3841,Surgical and Medical Instruments and Apparatus
313151,SADDLEBROOK RESORTS INC,23653,,,,,6500,Real estate
313216,KONINKLIJKE PHILIPS NV,3986,NYSE,NYSE,NYSE,PHG,3600,Electronic and Other Electrical Equipment (No Computer Equipment
313277,THERMAL ENERGY STORAGE INC,10446,,,,,8711,Services-Engineering Services
313337,TRI CITY BANKSHARES CORP,23544,OTC Markets,OTC Pink Current,OTC,TRCY,6022,State Commercial Banks
313353,"PARADIGM HOLDINGS, INC",60485,,,,,7373,Services-Computer Integrated Systems Design
313364,MESA ROYALTY TRUST/TX,2385,NYSE,NYSE,NYSE,MTR,6792,Oil Royalty Traders
313395,TXCO RESOURCES INC,7805,,,,,1311,Crude Petroleum and Natural Gas
313478,"HKN, INC.",9179,OTC Markets,OTC Pink Limited,OTC,HKNI,1311,Crude Petroleum and Natural Gas
313616,DANAHER CORP /DE/,7081,NYSE,NYSE,NYSE,DHR,3823,"Industrial Instruments for Measurement, Display, and Control of "
313625,IEXALT INC,5000,OTC,Grey Market,OTC,IEXA,7370,"Services-Computer Programming, Data Processing, Etc."
313716,HARDINGE INC,3329,NASDAQ,NASDAQ Global Select Market,Nasdaq Global Market,HDNG,3541,"Machine Tools, Metal Cutting Types"
313749,LA QUINTA CORP,11275,,,,,7011,Hotels and Motels
313807,BP PLC,38897,NYSE,NYSE,NYSE,BP,2911,Petroleum Refining
313838,SONY CORP,2186,NYSE,NYSE,NYSE,SNE,3651,Household Audio and Video Equipment
313927,CHURCH & DWIGHT CO INC /DE/,2297,NYSE,NYSE,NYSE,CHD,2840,"Soap, Detergents, Cleaning Preparations, Perfumes, Cosmetics"
314132,FLEETWOOD ENTERPRISES INC/DE/,9917,,,,,3716,Motor Homes
314197,GO EZ CORP,476020,OTC Markets,Caveat Emptor,OTC,GEZC,7374,Services-Computer Processing and Data Preparation
314203,MCEWEN MINING INC.,7557,NYSE,NYSE,NYSE,MUX,1040,Gold And Silver Ores
314227,"TOMI ENVIRONMENTAL SOLUTIONS, INC.",291658,OTC Markets,OTC Pink Current,OTC,TOMZ,2860,Industrial Organic Chemicals
314307,NOXSO CORP,5963,,,,,1311,Crude Petroleum and Natural Gas
314340,SECURITY CAPITAL CORP/DE/,630,,,,,6411,"Insurance Agents, Brokers and Service"
314489,FIRST BUSEY CORP /NV/,10531,NASDAQ,NASDAQ Global Select Market,Nasdaq Global Market,BUSE,6022,State Commercial Banks
314590,SASOL LTD,108597,NYSE,NYSE,NYSE,SSL,1311,Crude Petroleum and Natural Gas
314606,GEOKINETICS INC,5546,,,,,1311,Crude Petroleum and Natural Gas
314661,LA QUINTA PROPERTIES INC,12269,,,,,7011,Hotels and Motels
314712,"BOOMERANG SYSTEMS, INC.",2999,,,,,3510,Engines And Turbines
314727,HANDLEMAN CO /MI/,7820,,,,,5099,"Wholesale-Durable Goods, Not Elsewhere Classified"
314741,REEVES TELECOM LTD PARTNERSHIP,26036,,,,,6500,Real estate
314808,ENSCO PLC,5560,NYSE,NYSE,NYSE,ESV,1381,Drilling Oil and Gas Wells
315126,ELRON ELECTRONIC INDUSTRIES LTD /NY/,37563,OTC Markets,OTC Pink Current,OTC,ELRNF,6799,"Investors, Not Elsewhere Classified"
315131,PANHANDLE OIL & GAS INC,3076,NYSE,NYSE,NYSE,PHX,1311,Crude Petroleum and Natural Gas
315189,DEERE & CO,12512,NYSE,NYSE,NYSE,DE,3523,Farm Machinery and Equipment
315213,HALF ROBERT INTERNATIONAL INC /DE/,232,NYSE,NYSE,NYSE,RHI,7363,Services-Help Supply Services
315256,PUBLIC SERVICE CO OF NEW HAMPSHIRE,13485,,,,,4911,Electric Services
315261,TEXAS VANGUARD OIL CO,1689,,,,,1311,Crude Petroleum and Natural Gas
315293,AON PLC,1928,NYSE,NYSE,NYSE,AON,6411,"Insurance Agents, Brokers and Service"
315374,HURCO COMPANIES INC,506,NASDAQ,NASDAQ Global Select Market,Nasdaq Global Market,HURC,3823,"Industrial Instruments for Measurement, Display, and Control of "
315428,AMERICAN VANTAGE COMPANIES,10025,,,,,8741,Services-Management Services
315449,UQM TECHNOLOGIES INC,6446,NYSE,NYSE MKT,NYSE MKT,UQM,3679,"Electronic Components, Not Elsewhere Classified"
315545,"PROVECTUS BIOPHARMACEUTICALS, INC.",1756,NYSE,NYSE MKT,OTC,PVCT,2834,Pharmaceutical Preparations
315709,INTERNATIONAL BANCSHARES CORP,11514,NASDAQ,NASDAQ Global Select Market,Nasdaq Global Market,IBOC,6022,State Commercial Banks
315816,SCAILEX CORP LTD.,1909,OTC Markets,OTC Pink Current,OTC,SCIXF,3555,Printing Trades Machinery and Equipment
315849,SOUTHWEST GEORGIA FINANCIAL CORP,9597,NYSE,NYSE MKT,NYSE MKT,SGB,6022,State Commercial Banks
315852,RANGE RESOURCES CORP,4499,NYSE,NYSE,NYSE,RRC,1311,Crude Petroleum and Natural Gas
315858,BBX CAPITAL CORP,3162,OTC Markets,OTCQX U.S.,NYSE,BBX,6500,Real estate
315958,CREDITRISKMONITOR COM INC,8540,OTC Markets,OTCQX U.S. Premier,OTC,CRMZ,7320,"Services-Consumer Credit Reporting, Collection Agencies"
316028,KENT FINANCIAL SERVICES INC,11378,,,,,6211,"Security Brokers, Dealers and Flotation Companies"
316206,"STARWOOD HOTELS & RESORTS WORLDWIDE, LLC",18766,,,,,7011,Hotels and Motels
316253,ENZO BIOCHEM INC,6491,NYSE,NYSE,NYSE,ENZ,8071,Services-Medical Laboratories
316300,EXCO RESOURCES INC,157,NYSE,NYSE,NYSE,XCO,1311,Crude Petroleum and Natural Gas
316537,AVOCA LLC,7136,OTC Markets,OTC Pink No Information,OTC,AVOA,6792,Oil Royalty Traders
316618,"SECURE TECHNOLOGIES GROUP, INC.",10999,,,,,3577,"Computer Peripheral Equipment, Not Elsewhere Classified"
316621,SHI CORPORATION,6564,OTC Markets,Caveat Emptor,OTC,SHCC,1311,Crude Petroleum and Natural Gas
316672,TERAFORCE TECHNOLOGY CORP,8559,OTC Markets,Caveat Emptor,OTC,TERA,3576,Computer Communications Equipment
316709,SCHWAB CHARLES CORP,3197,NYSE,NYSE,NYSE,SCHW,6211,"Security Brokers, Dealers and Flotation Companies"
316736,FIELDPOINT PETROLEUM CORP,9377,NYSE,NYSE MKT,NYSE MKT,FPP,1311,Crude Petroleum and Natural Gas
316770,PROVIDENT FINANCIAL GROUP INC,5720,,,,,6022,State Commercial Banks
316793,INTERNATIONAL RECTIFIER CORP /DE/,9564,,,,,3674,Semiconductors and Related Devices
316888,AVINO SILVER & GOLD MINES LTD,188963,NYSE,NYSE MKT,NYSE MKT,ASM,1000,Metal Mining
317093,ANDREW CORP,5730,,,,,3357,Drawing and Insulating of Nonferrous Wire
317158,POLYDEX PHARMACEUTICALS LTD/BAHAMAS,1573,OTC Markets,OTC Pink Limited,OTC,POLXF,2810,Industrial Inorganic Chemicals
317187,PPL ELECTRIC UTILITIES CORP,21521,,,,,4911,Electric Services
317340,MIKROS SYSTEMS CORP,7896,OTC Markets,OTCQB,OTC,MKRS,3829,"Measuring and Controlling Devices, Not Elsewhere Classified"
317438,"CLX MEDICAL, INC.",90,,,,,0,Unknown
317477,COMPOSITE TECHNOLOGY CORP,76779,,,,,3600,Electronic and Other Electrical Equipment (No Computer Equipment
317540,COCA COLA BOTTLING CO CONSOLIDATED /DE/,5754,NASDAQ,NASDAQ Global Select Market,Nasdaq Global Market,COKE,2086,Bottled and Canned Soft Drinks and Carbonated Waters
317771,TELLABS INC,5091,,,,,3661,Telephone and Telegraph Apparatus
317781,"CGROWTH CAPITAL, INC",5892,OTC Markets,OTC Pink Current,OTC,CGRA,6411,"Insurance Agents, Brokers and Service"
317788,"DIGITAL TURBINE, INC.",6786,NASDAQ,NASDAQ Capital Market,Nasdaq Capital Market,APPS,6794,Patent Owners and Lessors
317889,"BULOVA TECHNOLOGIES GROUP, INC.",7504,OTC Markets,OTC Pink Current,OTC,BTGI,5084,Wholesale-Industrial Machinery and Equipment
317891,RICOH CO LTD,81292,OTC Markets,OTC Pink Current,OTC,RICOY,3861,Photographic Equipment and Supplies
318154,AMGEN INC,2668,NASDAQ,NASDAQ Global Select Market,Nasdaq Global Market,AMGN,2836,"Biological Products, (No Diagnostic Substances)"
318189,HIA INC,9191,,,,,5080,"Wholesale-Machinery, Equipment and Supplies"
318245,SWISS MEDICA INC,11812,,,,,2834,Pharmaceutical Preparations
318259,"MDI, INC.",8280,,,,,3861,Photographic Equipment and Supplies
318262,"PLASTICON INTERNATIONAL, INC.",7736,,,,,3080,Miscellaneous Plastics Products
318291,VENTURE CATALYST INC,6431,,,,,7990,Services-Miscellaneous Amusement and Recreation
318299,"SPARTA COMMERCIAL SERVICES, INC.",81225,OTC Markets,OTCQB,OTC,SRCO,7389,"Services-Business Services, Not Elsewhere Classified"
318300,PEOPLES BANCORP INC,4912,NASDAQ,NASDAQ Global Select Market,Nasdaq Global Market,PEBO,6021,National Commercial Banks
318306,ABEONA THERAPEUTICS INC.,10973,NASDAQ,NASDAQ Capital Market,Nasdaq Capital Market,ABEO,2834,Pharmaceutical Preparations
318346,TASA PRODUCTS LTD,24773,,,,,3663,Radio and Television Broadcasting and Communications Equipment
318378,BANCTEC INC,9140,,,,,3577,"Computer Peripheral Equipment, Not Elsewhere Classified"
318622,GLOBAL HEALTH VOYAGER INC,76603,,,,,7812,Services-Motion Picture and Video Tape Production
318673,SECURITY NATIONAL FINANCIAL CORP,8212,NASDAQ,NASDAQ Global Market,Nasdaq Global Market,SNFCA,6199,Finance Services
318716,"U.S. AEROSPACE, INC.",4966,OTC Markets,Caveat Emptor,OTC,USAE,3728,"Aircraft Parts and Auxiliary Equipment, Not Elsewhere Classified"
318771,GENENTECH INC,3902,,,,,2834,Pharmaceutical Preparations
318833,TEAM INC,185,NYSE,NYSE,NYSE,TISI,7600,Services-Miscellaneous Repair Services
318852,COLORADO WYOMING RESERVE CO,11528,,,,,1311,Crude Petroleum and Natural Gas
318996,KEY ENERGY SERVICES INC,6768,NYSE,NYSE,NYSE,KEG,1389,"Oil and Gas Field Services, Not Elsewhere Classified"
319008,STATMON TECHNOLOGIES CORP,68739,,,,,1381,Drilling Oil and Gas Wells
319013,SPECTRUM LABORATORIES INC /CA,4711,,,,,3842,"Orthopedic, Prosthetic, and Surgical Appliances and Supplies"
319016,"FUSE MEDICAL, INC.",1983,OTC Markets,OTC Pink Current,OTC,FZMD,5047,"Wholesale-Medical, Dental and Hospital Equipment and Supplies"
319040,SECURED DIGITAL STORAGE CORP,127,,,,,7370,"Services-Computer Programming, Data Processing, Etc."
319124,DIATECT INTERNATIONAL CORP,2947,,,,,2870,Agricultural Chemicals
319126,AFP IMAGING CORP,6908,OTC Markets,OTC Pink No Information,OTC,IWKS,3861,Photographic Equipment and Supplies
319129,"SUN COAST INDUSTRIES, LLC",22905,,,,,3089,"Plastics Products, Not Elsewhere Classified"
319156,"HILLTOP ENERGY, LLC.",43816,,,,,1381,Drilling Oil and Gas Wells
319200,REGENT TECHNOLOGIES INC,4692,OTC,Grey Market,OTC,REGT,1311,Crude Petroleum and Natural Gas
319201,KLA TENCOR CORP,120,NASDAQ,NASDAQ Global Select Market,Nasdaq Global Market,KLAC,3827,Optical Instruments and Lenses
319240,IRIS INTERNATIONAL INC,21,,,,,3826,Laboratory Analytical Instruments
319256,SEARS ROEBUCK & CO,7311,,,,,5311,Retail-Department Stores
319450,ZILOG INC,26894,,,,,3674,Semiconductors and Related Devices
319458,ENSERVCO CORP,10036,NYSE,NYSE MKT,NYSE MKT,ENSV,1389,"Oil and Gas Field Services, Not Elsewhere Classified"
319654,PERMIAN BASIN ROYALTY TRUST,10363,NYSE,NYSE,NYSE,PBT,6792,Oil Royalty Traders
319655,SAN JUAN BASIN ROYALTY TRUST,471,NYSE,NYSE,NYSE,SJT,6792,Oil Royalty Traders
319671,GLOBAL GOLD CORP,29261,OTC Markets,OTCQB,OTC,GBGD,1040,Gold And Silver Ores
319687,"UNITED AIRLINES, INC.",13819,,,,,4512,"Air Transportation, Scheduled"
319697,BULL RUN CORP,11414,,,,,7311,Services-Advertising Agencies
319815,MAXWELL TECHNOLOGIES INC,11901,NASDAQ,NASDAQ Global Select Market,Nasdaq Global Market,MXWL,3690,"Miscellaneous Electrical Machinery, Equipment and Supplies"
320017,"CALADRIUS BIOSCIENCES, INC.",6286,NASDAQ,NASDAQ Capital Market,Nasdaq Capital Market,CLBS,8090,"Services-Miscellaneous Health and Allied Services, Not Elsewhere"
320121,TELOS CORP,756,OTC Markets,OTC Pink Current,OTC,TLSRP,7373,Services-Computer Integrated Systems Design
320174,BSD MEDICAL CORP,11686,,,,,3845,Electromedical and Electrotherapeutic Apparatus
320186,GREY WOLF INC,1940,,,,,1381,Drilling Oil and Gas Wells
320187,NIKE INC,208,NYSE,NYSE,NYSE,NKE,3021,Rubber and Plastics Footwear
320193,APPLE INC,2035,NASDAQ,NASDAQ Global Select Market,Nasdaq Global Market,AAPL,3571,Electronic Computers
320333,HANOVER DIRECT INC,5814,,,,,5961,Retail-Catalog and Mail-Order Houses
320335,TORCHMARK CORP,10866,NYSE,NYSE,NYSE,TMK,6311,Life Insurance
320340,INTELLIGENT SYSTEMS CORP,6011,NYSE,NYSE MKT,NYSE MKT,INS,7372,Services-Prepackaged Software
320345,MICROS SYSTEMS INC,11209,,,,,7373,Services-Computer Integrated Systems Design
320387,FIRST M&F CORP/MS,8852,,,,,6022,State Commercial Banks
320431,"UNIFIED GROCERS, INC.",21527,,,,,5141,"Wholesale-Groceries, General Line"
320573,INTERNATIONAL THOROUGHBRED BREEDERS INC,13594,,,,,7948,"Services-Racing, Including Track Operation"
320575,PIONEER ENERGY SERVICES CORP,6996,NYSE,NYSE,NYSE,PES,1381,Drilling Oil and Gas Wells
350066,"INTER TEL (DELAWARE), INC",8266,,,,,3661,Telephone and Telegraph Apparatus
350077,WMS INDUSTRIES INC /DE/,4615,,,,,3990,Miscellaneous Manufacturing Industries
350194,UNITED SYSTEMS TECHNOLOGY INC,3910,,,,,7372,Services-Prepackaged Software
350199,CACHE INC,9458,OTC Markets,OTC Pink No Information,OTC,CACH,5621,Retail-Women's Clothing Stores
350200,B FAST CORP,9455,,,,,5172,Wholesale-Petroleum and Petroleum Products (No Bulk Stations)
350403,PHI INC,8958,NASDAQ,NASDAQ Global Select Market,Nasdaq Global Market,PHII,4522,"Air Transportation, Nonscheduled"
350524,"SOMERSET INTERNATIONAL GROUP,INC.",29638,,,,,3669,"Communications Equipment, Not Elsewhere Classified"
350557,STEN CORP,3697,,,,,6153,Short-Term Business Credit Institutions
350563,TECO ENERGY INC,11722,,,,,4911,Electric Services
350621,C-COR INC,2018,,,,,3663,Radio and Television Broadcasting and Communications Equipment
350644,LATTICE INC,5300,OTC Markets,OTCQB,OTC,LTTC,3661,Telephone and Telegraph Apparatus
350692,DELPHAX TECHNOLOGIES INC,8452,OTC Markets,OTC Pink No Information,OTC,DLPX,3555,Printing Trades Machinery and Equipment
350698,"AUTONATION, INC.",266,NYSE,NYSE,NYSE,AN,5500,Retail-Auto Dealers and Gasoline Stations
350737,OCEAN BIO CHEM INC,9646,NASDAQ,NASDAQ Capital Market,Nasdaq Capital Market,OBCI,2842,"Specialty Cleaning, Polishing and Sanitation Preparations"
350750,BAIRNCO CORP /DE/,3262,,,,,2821,"Plastic Materials, Synthetic Resins and Nonvulcan Elastomers"
350797,EATON VANCE CORP,9274,NYSE,NYSE,NYSE,EV,6282,Investment Advice
350832,AMERICAN PACIFIC CORP,1419,,,,,2810,Industrial Inorganic Chemicals
350846,SUPREME INDUSTRIES INC,4987,NYSE,NYSE MKT,NYSE MKT,STS,3713,Truck and Bus Bodies
350852,COMMUNITY TRUST BANCORP INC /KY/,2661,NASDAQ,NASDAQ Global Select Market,Nasdaq Global Market,CTBI,6022,State Commercial Banks
350868,"ITERIS, INC.",4480,NASDAQ,NASDAQ Capital Market,Nasdaq Capital Market,ITI,3669,"Communications Equipment, Not Elsewhere Classified"
350894,SEI INVESTMENTS CO,10105,NASDAQ,NASDAQ Global Select Market,Nasdaq Global Market,SEIC,6211,"Security Brokers, Dealers and Flotation Companies"
350907,THORATEC CORP,7348,,,,,3845,Electromedical and Electrotherapeutic Apparatus
350917,EMULEX CORP /DE/,571,,,,,3576,Computer Communications Equipment
351012,INTERMAGNETICS GENERAL CORP,1327,,,,,3845,Electromedical and Electrotherapeutic Apparatus
351017,"AUTOINFO, INC",9537,,,,,4210,Trucking and Courier Services (No Air)
351077,"CITIZENS REPUBLIC BANCORP, INC.",801,,,,,6021,National Commercial Banks
351129,"AMEREX GROUP, INC.",1831,,,,,4953,Refuse Systems
351145,INTERGRAPH CORP,3131,,,,,7373,Services-Computer Integrated Systems Design
